,nets
0,246
1,182
2,231
3,150
4,300
5,58
6,233
7,156
8,219
9,265
10,77
11,107
12,25
13,19
14,122
15,185
16,6
17,12
18,247
19,48
20,179
21,183
22,237
23,152
24,282
25,249
26,4
27,85
28,120
29,287
30,215
31,195
32,155
33,40
34,224
35,253
36,90
37,203
38,80
39,21
40,147
41,252
42,206
43,29
44,36
45,23
46,294
47,297
48,245
49,61
50,67
51,51
52,208
53,117
54,72
55,288
56,18
57,186
58,176
59,121
60,226
61,154
62,148
63,262
64,160
65,223
66,272
67,32
68,131
69,192
70,248
71,163
72,270
73,91
74,2
75,274
76,149
