,nets
0,259
1,254
2,11
3,87
4,197
5,50
6,160
7,249
8,77
9,45
10,129
11,210
12,92
13,146
14,78
15,32
16,44
17,252
18,278
19,137
20,184
21,237
22,117
23,208
24,245
25,246
26,121
27,159
28,195
29,74
30,79
31,49
32,255
33,219
34,220
35,33
36,116
37,26
38,140
39,90
40,158
41,270
42,63
43,141
44,296
45,161
46,75
47,5
48,226
49,22
50,38
51,42
52,98
53,93
54,56
55,169
56,36
57,242
58,250
59,217
60,244
61,108
62,171
63,81
64,260
65,281
66,185
67,239
68,71
69,88
70,118
71,12
72,276
73,136
74,196
75,111
76,293
77,102
78,109
79,144
80,247
81,65
82,73
83,251
84,62
85,228
86,151
87,167
88,16
89,130
90,15
91,241
92,155
93,150
