,nets
0,297
1,71
2,195
3,160
4,278
5,116
6,200
7,82
8,250
9,146
10,291
11,39
12,126
13,75
14,242
15,15
16,197
17,52
18,188
19,14
20,190
21,245
22,65
23,83
24,287
25,45
26,222
27,76
28,97
29,240
30,241
31,88
32,107
33,189
34,265
35,263
36,84
37,199
38,164
39,131
40,42
41,143
42,246
43,153
44,201
45,10
46,179
47,217
48,259
49,87
50,106
51,26
52,117
53,196
54,68
55,7
56,62
57,176
58,174
59,292
60,81
61,80
62,293
63,275
64,225
65,58
66,168
67,223
68,120
69,140
70,9
71,101
72,69
73,294
74,162
75,24
76,173
77,167
78,50
79,260
80,184
81,152
82,154
83,155
84,77
85,269
86,219
87,264
