,nets
0,33
1,120
2,273
3,73
4,205
5,107
6,286
7,140
8,221
9,253
10,108
11,187
12,17
13,12
14,15
15,64
16,219
17,29
18,291
19,184
20,126
21,37
22,60
23,297
24,276
25,265
26,42
27,58
28,152
29,268
30,149
31,142
32,241
33,288
34,130
35,236
36,202
37,254
38,93
39,204
40,49
41,239
42,279
43,98
44,5
45,166
46,54
47,38
48,294
49,267
50,61
51,243
52,179
53,78
54,92
55,160
56,52
57,227
58,14
59,153
60,161
61,129
62,75
63,189
64,295
65,30
66,83
67,80
68,264
69,119
70,206
71,155
72,22
73,197
74,170
75,117
76,32
77,135
78,63
79,19
80,128
81,214
82,101
83,88
84,87
85,275
86,172
87,94
88,248
89,102
90,164
91,20
92,284
93,238
94,1
95,216
96,220
97,300
98,10
