,nets
0,109
1,282
2,97
3,76
4,257
5,128
6,1
7,77
8,167
9,111
10,102
11,268
12,274
13,276
14,213
15,87
16,191
17,212
18,154
19,261
20,140
21,45
22,284
23,217
24,63
25,219
26,137
27,84
28,173
29,225
30,242
31,288
32,8
33,64
34,200
35,278
36,2
37,29
38,246
39,50
40,25
41,27
42,216
43,189
44,285
45,121
46,7
47,20
48,40
49,253
50,60
51,110
52,230
53,277
54,178
55,259
56,231
57,207
58,125
59,275
60,108
61,233
62,163
63,187
64,81
65,103
66,297
67,171
68,197
69,99
70,34
71,85
72,155
73,143
74,51
75,16
76,67
77,229
78,10
79,66
80,93
81,289
82,174
83,71
84,247
85,22
86,30
87,279
88,214
89,281
90,123
91,157
92,78
93,35
94,59
95,5
