,Unnamed: 0,x,y,class,realclass
40,40,0.9202086322506912,0.6067561966156858,1,0
150,150,0.9918999557552668,0.6737247713105368,0,0
28,28,0.7012736172332479,0.1676029604043313,0,1
0,0,0.020960225406117416,0.02355250426960653,0,1
256,256,0.3678658882905311,0.11234409283886526,1,1
10,10,0.11287225032758108,0.18964116752879198,0,1
296,296,0.3199764651263568,0.7594534405909926,0,0
30,30,0.028406023241866807,0.6606277463699036,1,0
106,106,0.8075775971047588,0.13007250415760707,1,1
262,262,0.5988276605346023,0.4968242684107093,1,1
10,10,0.11287225032758108,0.18964116752879198,0,1
252,252,0.14058184109494154,0.7596164740893725,0,0
66,66,0.17907652768537485,0.8349566351954396,0,0
224,224,0.07895562714808257,0.8289246682400296,0,0
278,278,0.9147193604352752,0.3594551008729968,1,1
228,228,0.640158398178649,0.07378715420281677,1,1
128,128,0.7289548844129679,0.5148265315100035,1,1
2,2,0.44791979980060215,0.5215678131773184,1,0
274,274,0.6313791314666808,0.8145038598363712,0,0
276,276,0.13889777103967804,0.4000881118248893,0,0
184,184,0.2429046998826756,0.2048367147681536,1,1
6,6,0.14067106021701206,0.3644395027287455,1,0
210,210,0.2298139800395419,0.2523492549858403,0,0
236,236,0.7629463875627694,0.6688255572083407,0,0
98,98,0.7360628192277092,0.11298316278759425,1,1
282,282,0.43849403500074624,0.14203426006397502,1,1
96,96,0.6300640766411579,0.4648896829237554,1,1
4,4,0.9307729610869862,0.8900883067506515,1,0
54,54,0.5014738887016406,0.6857854504414365,1,0
224,224,0.07895562714808257,0.8289246682400296,0,0
278,278,0.9147193604352752,0.3594551008729968,1,1
208,208,0.06373439286187332,0.4494210417052549,0,0
156,156,0.4392908274577096,0.2630753614553992,1,1
164,164,0.2485798307445116,0.2787743567112133,0,0
192,192,0.01703860249432665,0.9777097042625073,0,0
156,156,0.4392908274577096,0.2630753614553992,1,1
70,70,0.06203326777409135,0.6519463763828255,0,0
156,156,0.4392908274577096,0.2630753614553992,1,1
206,206,0.1718836978822672,0.6492345863587997,0,0
200,200,0.3136361609077407,0.5317252284200907,0,0
64,64,0.908696192861536,0.5872093167813265,1,1
80,80,0.02404432716741212,0.2296423052922314,1,1
110,110,0.8235890696917083,0.6804901962127701,0,0
164,164,0.2485798307445116,0.2787743567112133,0,0
182,182,0.9777708116902456,0.5524661093932397,1,1
166,166,0.2810706564264851,0.987309807976851,0,0
24,24,0.4376553290522922,0.5668496901488428,1,0
156,156,0.4392908274577096,0.2630753614553992,1,1
236,236,0.7629463875627694,0.6688255572083407,0,0
276,276,0.13889777103967804,0.4000881118248893,0,0
14,14,0.6308905941545847,0.9026286172291512,1,0
92,92,0.1588679040985248,0.20516984737099608,1,1
82,82,0.2564800508545525,0.4692623687856474,0,0
188,188,0.13001048954005956,0.5384903632462572,0,0
124,124,0.8490165086112005,0.5400984871261633,1,1
74,74,0.3989577537091717,0.9888704538749492,0,0
114,114,0.8940072537154929,0.5051106140005829,1,1
274,274,0.6313791314666808,0.8145038598363712,0,0
242,242,0.11267703292356612,0.3764038114686172,0,0
0,0,0.020960225406117416,0.02355250426960653,0,1
242,242,0.11267703292356612,0.3764038114686172,0,0
88,88,0.14566607255308062,0.2066440037135846,1,1
60,60,0.2555470463650257,0.7562156460506588,0,0
132,132,0.31845368366491755,0.7944985968188587,0,0
190,190,0.4629425414683851,0.5495302435608052,0,0
210,210,0.2298139800395419,0.2523492549858403,0,0
190,190,0.4629425414683851,0.5495302435608052,0,0
246,246,0.31933024953544475,0.7816214484123459,0,0
286,286,0.6935673532827562,0.2615651970011589,1,1
96,96,0.6300640766411579,0.4648896829237554,1,1
60,60,0.2555470463650257,0.7562156460506588,0,0
266,266,0.11848398730842925,0.1209505426624906,1,1
170,170,0.298547723414104,0.01615660480240355,1,1
14,14,0.6308905941545847,0.9026286172291512,1,0
104,104,0.8465615080072596,0.9059366223738295,0,0
126,126,0.2266001240055151,0.6060698069401663,0,0
282,282,0.43849403500074624,0.14203426006397502,1,1
148,148,0.07182774189393948,0.24988995169588,1,1
22,22,0.3320191775455632,0.1469813995279532,0,1
138,138,0.5769339100426898,0.5544275369476837,0,0
102,102,0.4713286408490993,0.7133965525191511,0,0
62,62,0.755152080700534,0.8752595423531521,0,0
86,86,0.975774481750084,0.4938738262088926,1,1
190,190,0.4629425414683851,0.5495302435608052,0,0
30,30,0.028406023241866807,0.6606277463699036,1,0
64,64,0.908696192861536,0.5872093167813265,1,1
170,170,0.298547723414104,0.01615660480240355,1,1
68,68,0.9129793664968484,0.8489043287952692,0,0
70,70,0.06203326777409135,0.6519463763828255,0,0
36,36,0.4082342548346405,0.06524824771572624,0,1
292,292,0.237070637681058,0.31864132142340873,0,0
232,232,0.07383187256388046,0.11182282737101068,1,1
56,56,0.3622233338816463,0.2878603929945073,1,0
150,150,0.9918999557552668,0.6737247713105368,0,0
106,106,0.8075775971047588,0.13007250415760707,1,1
52,52,0.2719278374246771,0.5468530845492777,1,0
6,6,0.14067106021701206,0.3644395027287455,1,0
24,24,0.4376553290522922,0.5668496901488428,1,0
130,130,0.8088336208496899,0.451457326957786,1,1
262,262,0.5988276605346023,0.4968242684107093,1,1
212,212,0.5864176206842636,0.5306941758848503,0,0
88,88,0.14566607255308062,0.2066440037135846,1,1
204,204,0.7851512371499222,0.13356761115169302,1,1
38,38,0.621758183507342,0.07195307344258506,0,1
32,32,0.7062264858625882,0.12571439963003828,0,1
264,264,0.7233678217869768,0.8396916169681932,0,0
138,138,0.5769339100426898,0.5544275369476837,0,0
80,80,0.02404432716741212,0.2296423052922314,1,1
192,192,0.01703860249432665,0.9777097042625073,0,0
80,80,0.02404432716741212,0.2296423052922314,1,1
166,166,0.2810706564264851,0.987309807976851,0,0
70,70,0.06203326777409135,0.6519463763828255,0,0
128,128,0.7289548844129679,0.5148265315100035,1,1
10,10,0.11287225032758108,0.18964116752879198,0,1
164,164,0.2485798307445116,0.2787743567112133,0,0
232,232,0.07383187256388046,0.11182282737101068,1,1
38,38,0.621758183507342,0.07195307344258506,0,1
272,272,0.19807283877751392,0.5098963406925424,0,0
14,14,0.6308905941545847,0.9026286172291512,1,0
214,214,0.5877592354272737,0.7347563946375859,0,0
238,238,0.2816115079989609,0.2625894601038208,0,0
