,x,y,class,realclass
144,0.2959744170692191,0.9275908051604583,1,0
178,0.6110360575087446,0.7498092035637739,0,0
262,0.5988276605346023,0.49682426841070926,1,1
118,0.8001111554969652,0.08302699694414073,0,1
270,0.8654848980805689,0.4846352817613585,1,1
198,0.23980869353374112,0.9252180921527372,0,0
172,0.9191686886305998,0.6365897381171675,0,0
88,0.14566607255308062,0.2066440037135846,0,1
208,0.06373439286187332,0.4494210417052549,0,0
88,0.14566607255308062,0.2066440037135846,0,1
122,0.31848873691996094,0.5511822065497508,1,0
160,0.4136126112071822,0.5003343677331088,0,0
36,0.4082342548346405,0.06524824771572624,0,1
136,0.01120348606530952,0.0215494766415375,0,1
202,0.1556031548632698,0.847576597936945,0,0
118,0.8001111554969652,0.08302699694414073,0,1
202,0.1556031548632698,0.847576597936945,0,0
158,0.7782015678254757,0.9926728257034352,0,0
276,0.13889777103967804,0.40008811182488924,0,0
60,0.2555470463650257,0.7562156460506588,1,0
232,0.07383187256388046,0.11182282737101068,1,1
164,0.24857983074451162,0.2787743567112133,0,0
24,0.4376553290522922,0.5668496901488428,1,0
134,0.5064476986467743,0.5253694306557345,1,0
216,0.7875035828108031,0.20354174274502257,1,1
140,0.6811053320620737,0.37155492362436493,0,1
56,0.3622233338816463,0.2878603929945073,1,0
128,0.7289548844129679,0.5148265315100035,0,1
118,0.8001111554969652,0.08302699694414073,0,1
64,0.9086961928615361,0.5872093167813265,0,1
176,0.6332713570427713,0.5347361924176134,1,1
46,0.6681552358686719,0.43216195989740336,0,1
290,0.1810897985364458,0.31761137539519646,0,0
294,0.030823635253108606,0.6680527193194903,0,0
146,0.06254653022966916,0.22297495824807512,0,1
46,0.6681552358686719,0.43216195989740336,0,1
148,0.07182774189393948,0.24988995169588002,0,1
102,0.4713286408490993,0.7133965525191511,1,0
70,0.06203326777409135,0.6519463763828255,1,0
208,0.06373439286187332,0.4494210417052549,0,0
256,0.36786588829053113,0.11234409283886526,1,1
234,0.21444387792828123,0.41783226630655723,0,0
112,0.37134026517980323,0.2984263029725157,1,0
242,0.11267703292356612,0.37640381146861723,0,0
50,0.2624955090882962,0.8982239174247237,1,0
152,0.7874182101095152,0.5025401511465452,1,1
26,0.47339708164816596,0.9795498501702998,1,0
24,0.4376553290522922,0.5668496901488428,1,0
224,0.07895562714808257,0.8289246682400296,0,0
162,0.6030272800276109,0.5615510909871484,0,0
208,0.06373439286187332,0.4494210417052549,0,0
226,0.7292583276819877,0.4332156864578838,1,1
232,0.07383187256388046,0.11182282737101068,1,1
248,0.6605199825386454,0.9958465332162223,0,0
82,0.2564800508545525,0.4692623687856474,1,0
4,0.9307729610869862,0.8900883067506515,1,0
182,0.9777708116902457,0.5524661093932397,1,1
60,0.2555470463650257,0.7562156460506588,1,0
190,0.4629425414683851,0.5495302435608052,0,0
66,0.17907652768537485,0.8349566351954396,1,0
112,0.37134026517980323,0.2984263029725157,1,0
296,0.3199764651263568,0.7594534405909926,0,0
278,0.9147193604352752,0.3594551008729968,1,1
100,0.8660139862794075,0.5676536256200548,0,1
132,0.31845368366491755,0.7944985968188587,1,0
72,0.7054353557418328,0.5983599684900279,1,0
146,0.06254653022966916,0.22297495824807512,0,1
248,0.6605199825386454,0.9958465332162223,0,0
200,0.3136361609077407,0.5317252284200907,0,0
18,0.07616900754057931,0.44263978685120675,1,0
172,0.9191686886305998,0.6365897381171675,0,0
150,0.9918999557552667,0.6737247713105368,0,0
52,0.2719278374246771,0.5468530845492777,1,0
110,0.8235890696917083,0.68049019621277,1,0
274,0.6313791314666808,0.8145038598363712,0,0
28,0.701273617233248,0.1676029604043313,0,1
70,0.06203326777409135,0.6519463763828255,1,0
242,0.11267703292356612,0.37640381146861723,0,0
190,0.4629425414683851,0.5495302435608052,0,0
34,0.7033197579781679,0.12611039444299788,0,1
216,0.7875035828108031,0.20354174274502257,1,1
64,0.9086961928615361,0.5872093167813265,0,1
44,0.0155030510401023,0.5726939300774938,1,0
160,0.4136126112071822,0.5003343677331088,0,0
196,0.19890666689344283,0.14938396479421245,1,1
236,0.7629463875627694,0.6688255572083407,0,0
84,0.7926854223570428,0.5354812109224188,0,1
74,0.39895775370917164,0.9888704538749493,1,0
74,0.39895775370917164,0.9888704538749493,1,0
130,0.8088336208496899,0.45145732695778595,0,1
138,0.5769339100426898,0.5544275369476837,1,0
40,0.9202086322506912,0.6067561966156858,1,0
102,0.4713286408490993,0.7133965525191511,1,0
84,0.7926854223570428,0.5354812109224188,0,1
146,0.06254653022966916,0.22297495824807512,0,1
126,0.2266001240055151,0.6060698069401663,1,0
146,0.06254653022966916,0.22297495824807512,0,1
118,0.8001111554969652,0.08302699694414073,0,1
138,0.5769339100426898,0.5544275369476837,1,0
206,0.1718836978822672,0.6492345863587997,0,0
28,0.701273617233248,0.1676029604043313,0,1
274,0.6313791314666808,0.8145038598363712,0,0
268,0.2256885899241391,0.2927614609219803,0,0
218,0.33929441393784054,0.6687492734961009,0,0
38,0.621758183507342,0.07195307344258506,0,1
222,0.8512774309357568,0.6890743263961122,0,0
42,0.26964017531849394,0.48197232260932776,1,0
2,0.44791979980060215,0.5215678131773184,1,0
214,0.5877592354272737,0.734756394637586,0,0
44,0.0155030510401023,0.5726939300774938,1,0
44,0.0155030510401023,0.5726939300774938,1,0
138,0.5769339100426898,0.5544275369476837,1,0
138,0.5769339100426898,0.5544275369476837,1,0
116,0.9635873290356904,0.25318694282332,0,1
52,0.2719278374246771,0.5468530845492777,1,0
18,0.07616900754057931,0.44263978685120675,1,0
150,0.9918999557552667,0.6737247713105368,0,0
286,0.6935673532827562,0.2615651970011589,1,1
226,0.7292583276819877,0.4332156864578838,1,1
22,0.3320191775455632,0.1469813995279532,0,1
224,0.07895562714808257,0.8289246682400296,0,0
58,0.9488936540796159,0.004626733445517783,0,1
274,0.6313791314666808,0.8145038598363712,0,0
150,0.9918999557552667,0.6737247713105368,0,0
216,0.7875035828108031,0.20354174274502257,1,1
146,0.06254653022966916,0.22297495824807512,0,1
244,0.7702579851524385,0.9830223698031771,0,0
274,0.6313791314666808,0.8145038598363712,0,0
268,0.2256885899241391,0.2927614609219803,0,0
46,0.6681552358686719,0.43216195989740336,0,1
240,0.6509303884609012,0.5365565146046877,1,1
296,0.3199764651263568,0.7594534405909926,0,0
132,0.31845368366491755,0.7944985968188587,1,0
8,0.22647529063859462,0.5162717339583857,1,0
8,0.22647529063859462,0.5162717339583857,1,0
224,0.07895562714808257,0.8289246682400296,0,0
44,0.0155030510401023,0.5726939300774938,1,0
284,0.7066532799987084,0.6181553632321857,0,0
202,0.1556031548632698,0.847576597936945,0,0
22,0.3320191775455632,0.1469813995279532,0,1
10,0.11287225032758108,0.189641167528792,0,1
138,0.5769339100426898,0.5544275369476837,1,0
248,0.6605199825386454,0.9958465332162223,0,0
34,0.7033197579781679,0.12611039444299788,0,1
92,0.1588679040985248,0.20516984737099608,0,1
254,0.8840192577172398,0.6587313130278549,0,0
122,0.31848873691996094,0.5511822065497508,1,0
56,0.3622233338816463,0.2878603929945073,1,0
266,0.11848398730842924,0.12095054266249061,1,1
6,0.14067106021701203,0.3644395027287455,1,0
