,Unnamed: 0,x,y,class,realclass
4,4,0.9307729610869862,0.8490165086112005,1,0
54,54,0.5014738887016406,0.9589815068811964,0,0
44,44,0.0155030510401023,0.2485798307445116,1,1
64,64,0.908696192861536,0.2429046998826756,1,1
82,82,0.2564800508545525,0.1556031548632698,1,1
14,14,0.6308905941545847,0.5064476986467743,0,1
6,6,0.14067106021701206,0.2266001240055151,0,1
92,92,0.1588679040985248,0.5864176206842636,0,0
6,6,0.14067106021701206,0.2266001240055151,0,1
8,8,0.22647529063859465,0.7289548844129679,1,0
32,32,0.7062264858625882,0.7874182101095152,1,0
62,62,0.755152080700534,0.9777708116902456,0,0
68,68,0.9129793664968484,0.13001048954005956,1,1
118,118,0.8001111554969652,0.2816115079989609,1,1
10,10,0.11287225032758108,0.8088336208496899,1,0
72,72,0.7054353557418328,0.01703860249432665,1,1
12,12,0.3873081336593579,0.31845368366491755,1,0
68,68,0.9129793664968484,0.13001048954005956,1,1
30,30,0.028406023241866807,0.9918999557552668,1,0
14,14,0.6308905941545847,0.5064476986467743,0,1
32,32,0.7062264858625882,0.7874182101095152,1,0
40,40,0.9202086322506912,0.4136126112071822,1,1
14,14,0.6308905941545847,0.5064476986467743,0,1
78,78,0.172100646942701,0.2398086935337411,1,1
58,58,0.948893654079616,0.6110360575087446,1,1
44,44,0.0155030510401023,0.2485798307445116,1,1
58,58,0.948893654079616,0.6110360575087446,1,1
54,54,0.5014738887016406,0.9589815068811964,0,0
78,78,0.172100646942701,0.2398086935337411,1,1
118,118,0.8001111554969652,0.2816115079989609,1,1
58,58,0.948893654079616,0.6110360575087446,1,1
14,14,0.6308905941545847,0.5064476986467743,0,1
80,80,0.02404432716741212,0.3136361609077407,1,1
62,62,0.755152080700534,0.9777708116902456,0,0
24,24,0.4376553290522922,0.2959744170692191,1,0
58,58,0.948893654079616,0.6110360575087446,1,1
32,32,0.7062264858625882,0.7874182101095152,1,0
20,20,0.07008015635852494,0.6811053320620737,1,0
30,30,0.028406023241866807,0.9918999557552668,1,0
4,4,0.9307729610869862,0.8490165086112005,1,0
36,36,0.4082342548346405,0.4392908274577096,0,0
44,44,0.0155030510401023,0.2485798307445116,1,1
68,68,0.9129793664968484,0.13001048954005956,1,1
92,92,0.1588679040985248,0.5864176206842636,0,0
58,58,0.948893654079616,0.6110360575087446,1,1
80,80,0.02404432716741212,0.3136361609077407,1,1
34,34,0.7033197579781679,0.17581464706318572,0,1
116,116,0.9635873290356904,0.7629463875627694,0,0
2,2,0.44791979980060215,0.3184887369199609,1,0
54,54,0.5014738887016406,0.9589815068811964,0,0
82,82,0.2564800508545525,0.1556031548632698,1,1
68,68,0.9129793664968484,0.13001048954005956,1,1
110,110,0.8235890696917083,0.9754936679436768,0,0
90,90,0.7643476469335556,0.2298139800395419,1,1
88,88,0.14566607255308062,0.06373439286187332,1,1
58,58,0.948893654079616,0.6110360575087446,1,1
36,36,0.4082342548346405,0.4392908274577096,0,0
50,50,0.2624955090882962,0.298547723414104,0,0
48,48,0.5359957138140486,0.27891151502184885,1,1
6,6,0.14067106021701206,0.2266001240055151,0,1
