,nets
0,281
1,141
2,13
3,274
4,102
5,71
6,195
7,208
8,24
9,82
10,70
11,17
12,32
13,34
14,159
15,134
16,41
17,51
18,62
19,224
20,215
21,192
22,234
23,253
24,148
25,187
26,284
27,235
28,270
29,213
30,269
31,154
32,252
33,229
34,193
35,142
36,130
37,14
38,119
39,220
40,259
41,189
42,260
43,133
44,171
45,111
46,206
47,285
48,55
49,80
50,201
51,50
52,278
53,136
54,293
55,46
56,243
57,77
58,290
59,209
60,184
61,249
62,289
63,272
64,146
65,58
66,166
67,15
68,91
69,25
70,115
71,36
72,287
73,5
74,295
75,210
76,19
77,132
78,292
79,255
80,33
81,200
82,3
83,127
84,39
85,95
86,94
87,135
88,138
89,197
90,177
91,145
