,nets
0,177
1,57
2,298
3,83
4,216
5,114
6,262
7,145
8,254
9,233
10,90
11,11
12,66
13,252
14,184
15,75
16,235
17,60
18,122
19,179
20,115
21,133
22,255
23,73
24,41
25,248
26,61
27,20
28,183
29,200
30,271
31,277
32,87
33,188
34,55
35,89
36,215
37,182
38,117
39,67
40,228
41,154
42,279
43,203
44,198
45,172
46,225
47,156
48,275
49,148
50,220
51,91
52,294
53,268
54,42
55,236
56,92
57,151
58,58
59,157
60,34
61,178
62,253
63,276
64,295
65,95
66,171
67,210
68,25
69,164
70,82
71,181
72,96
73,288
74,242
75,110
76,217
77,270
78,289
79,120
