,nets
0,209
1,85
2,137
3,255
4,166
5,240
6,16
7,228
8,256
9,28
10,2
11,147
12,18
13,129
14,30
15,190
16,11
17,159
18,144
19,46
20,42
21,242
22,111
23,210
24,253
25,207
26,219
27,25
28,128
29,113
30,138
31,68
32,50
33,21
34,39
35,41
36,102
37,132
38,273
39,81
40,170
41,105
42,27
43,65
44,158
45,23
46,127
47,153
48,145
49,297
50,295
51,66
52,103
53,298
54,287
55,1
56,244
57,243
58,139
59,19
60,246
61,51
62,270
63,64
64,281
65,122
66,6
67,73
68,108
69,114
70,78
71,202
72,169
73,91
74,74
75,79
76,44
77,20
78,53
79,249
80,286
81,149
