,nets
0,280
1,35
2,175
3,106
4,44
5,258
6,138
7,77
8,165
9,31
10,87
11,94
12,1
13,146
14,80
15,223
16,212
17,240
18,60
19,8
20,27
21,48
22,6
23,187
24,288
25,278
26,249
27,63
28,250
29,290
30,121
31,224
32,82
33,45
34,53
35,125
36,171
37,112
38,234
39,132
40,134
41,176
42,238
43,150
44,135
45,169
46,267
47,47
48,143
49,281
50,9
51,227
52,275
53,266
54,141
55,277
56,52
57,208
58,217
59,282
60,204
61,152
62,22
63,233
64,162
65,23
66,11
67,191
68,173
69,118
70,235
71,155
72,300
73,97
74,180
75,253
76,270
77,157
78,115
79,244
80,181
81,16
82,283
83,230
