,nets
0,8
1,283
2,160
3,280
4,34
5,279
6,271
7,102
8,154
9,209
10,24
11,17
12,188
13,179
14,300
15,236
16,43
17,166
18,71
19,95
20,101
21,93
22,143
23,260
24,5
25,135
26,217
27,133
28,94
29,291
30,201
31,237
32,69
33,197
34,205
35,290
36,170
37,169
38,186
39,208
40,278
41,11
42,239
43,221
44,243
45,47
46,171
47,42
48,181
49,40
50,277
51,281
52,164
53,118
54,41
55,288
56,286
57,58
58,296
59,39
60,248
61,57
62,162
63,163
64,73
65,98
66,33
67,80
68,161
69,131
70,184
71,172
72,222
73,268
74,247
75,192
76,110
77,144
78,227
79,54
80,180
81,251
82,19
83,284
84,84
85,126
86,168
87,244
88,174
89,97
90,12
91,25
92,85
93,146
94,252
95,13
