,nets
0,291
1,219
2,82
3,281
4,127
5,140
6,241
7,257
8,252
9,173
10,182
11,268
12,114
13,195
14,200
15,4
16,162
17,224
18,288
19,153
20,123
21,14
22,23
23,180
24,91
25,83
26,68
27,47
28,119
29,10
30,240
31,286
32,215
33,151
34,37
35,214
36,133
37,203
38,98
39,269
40,152
41,294
42,235
43,170
44,185
45,18
46,157
47,265
48,270
49,230
50,17
51,117
52,209
53,65
54,192
55,6
56,226
57,261
58,63
59,43
60,143
61,132
62,139
63,104
64,112
65,69
66,116
67,262
68,54
69,159
70,56
71,247
72,194
73,266
74,250
75,217
76,110
77,149
