,nets
0,295
1,99
2,179
3,243
4,128
5,51
6,114
7,93
8,170
9,249
10,257
11,100
12,21
13,251
14,19
15,264
16,163
17,173
18,29
19,283
20,154
21,300
22,75
23,61
24,72
25,22
26,180
27,78
28,194
29,32
30,105
31,37
32,35
33,177
34,260
35,144
36,58
37,88
38,267
39,132
40,244
41,130
42,270
43,123
44,291
45,76
46,288
47,131
48,12
49,104
50,108
51,145
52,223
53,255
54,137
55,293
56,184
57,97
58,175
59,79
60,119
61,207
62,54
63,213
64,299
65,234
66,190
67,98
68,292
69,284
70,81
71,265
72,17
73,220
74,34
75,202
76,273
77,157
78,183
79,13
80,203
81,38
82,147
83,208
84,27
85,80
86,271
87,71
88,82
89,90
90,45
91,43
92,289
93,103
94,3
95,146
96,198
97,6
98,56
