,nets
0,288
1,32
2,29
3,254
4,117
5,120
6,55
7,264
8,236
9,158
10,79
11,218
12,145
13,260
14,242
15,125
16,195
17,64
18,151
19,98
20,229
21,60
22,16
23,65
24,223
25,300
26,289
27,250
28,200
29,169
30,75
31,5
32,62
33,136
34,189
35,4
36,8
37,261
38,263
39,21
40,135
41,103
42,88
43,71
44,217
45,173
46,168
47,167
48,87
49,130
50,128
51,221
52,215
53,139
54,142
55,44
56,179
57,74
58,19
59,39
60,124
61,20
62,100
63,14
64,77
65,90
66,225
67,258
68,116
69,53
70,99
71,33
72,10
73,240
74,157
75,226
76,174
77,127
78,72
79,26
80,187
81,7
82,202
83,104
84,143
85,197
86,73
