,nets
0,147
1,101
2,224
3,267
4,291
5,16
6,86
7,72
8,252
9,81
10,232
11,162
12,254
13,22
14,154
15,194
16,138
17,164
18,112
19,37
20,4
21,208
22,168
23,156
24,71
25,268
26,38
27,286
28,200
29,49
30,298
31,45
32,288
33,258
34,100
35,50
36,48
37,141
38,134
39,285
40,103
41,274
42,284
43,130
44,230
45,83
46,93
47,270
48,87
49,110
50,278
51,102
52,94
53,217
54,212
55,177
56,75
57,121
58,107
59,82
60,92
61,222
62,266
63,195
64,123
65,128
66,262
67,33
68,161
69,135
70,8
71,19
72,73
73,67
74,260
75,39
76,192
77,11
78,211
79,88
80,10
81,153
82,31
83,24
84,202
85,235
86,206
87,225
88,241
89,229
90,34
91,65
92,74
93,126
