,nets
0,220
1,222
2,250
3,283
4,140
5,200
6,211
7,176
8,244
9,282
10,37
11,185
12,144
13,254
14,46
15,249
16,76
17,186
18,152
19,253
20,157
21,20
22,96
23,274
24,155
25,271
26,137
27,11
28,273
29,297
30,168
31,228
32,86
33,201
34,154
35,265
36,24
37,235
38,95
39,132
40,63
41,277
42,50
43,174
44,209
45,192
46,257
47,107
48,288
49,41
50,120
51,231
52,188
53,281
54,87
55,102
56,173
57,218
58,285
59,17
60,286
61,1
62,298
63,75
64,39
65,258
66,104
67,169
68,128
69,162
70,234
71,229
72,138
73,259
74,98
75,268
76,109
77,143
78,245
79,45
80,214
81,226
82,62
83,161
84,25
