,nets
0,195
1,184
2,246
3,5
4,140
5,176
6,291
7,186
8,170
9,208
10,62
11,13
12,22
13,153
14,205
15,116
16,146
17,10
18,143
19,199
20,20
21,287
22,210
23,128
24,294
25,77
26,64
27,155
28,166
29,293
30,114
31,23
32,191
33,263
34,201
35,185
36,36
37,298
38,215
39,31
40,53
41,49
42,102
43,183
44,14
45,61
46,51
47,150
48,229
49,228
50,154
51,157
52,25
53,227
54,50
55,295
56,257
57,9
58,187
59,144
60,41
61,226
62,283
63,12
64,179
65,121
66,242
67,250
68,133
69,96
70,127
71,256
72,58
73,175
74,85
75,69
76,15
77,212
78,75
79,202
80,299
