,nets
0,283
1,46
2,130
3,134
4,267
5,199
6,21
7,104
8,77
9,206
10,215
11,18
12,286
13,114
14,227
15,235
16,187
17,105
18,30
19,127
20,45
21,263
22,287
23,169
24,103
25,158
26,297
27,70
28,42
29,44
30,205
31,66
32,273
33,186
34,125
35,189
36,160
37,219
38,89
39,20
40,282
41,142
42,204
43,183
44,288
45,41
46,261
47,137
48,27
49,220
50,284
51,166
52,123
53,113
54,34
55,233
56,299
57,181
58,5
59,25
60,196
61,164
62,247
63,85
64,156
65,213
66,72
67,238
68,107
69,252
70,60
71,22
72,274
73,195
74,55
75,193
76,269
77,257
78,61
79,71
80,80
81,171
82,155
83,280
84,150
85,230
86,100
87,120
88,62
89,223
90,148
91,17
92,144
93,258
94,232
