,nets
0,177
1,202
2,21
3,104
4,255
5,61
6,65
7,124
8,7
9,196
10,191
11,289
12,223
13,224
14,88
15,84
16,89
17,138
18,120
19,271
20,54
21,163
22,280
23,147
24,170
25,174
26,160
27,189
28,225
29,41
30,96
31,292
32,69
33,118
34,59
35,144
36,31
37,165
38,186
39,67
40,82
41,53
42,263
43,184
44,3
45,108
46,300
47,66
48,37
49,228
50,142
51,298
52,136
53,11
54,112
55,253
56,2
57,146
58,156
59,274
60,139
61,214
62,60
63,132
64,99
65,103
66,90
67,243
68,277
69,52
70,283
71,173
72,121
73,12
74,155
75,264
76,256
77,115
78,49
79,258
80,97
81,152
82,145
83,203
84,167
85,237
