,nets
0,260
1,150
2,267
3,254
4,94
5,68
6,204
7,236
8,279
9,224
10,81
11,144
12,105
13,49
14,5
15,142
16,115
17,274
18,37
19,269
20,298
21,206
22,259
23,280
24,126
25,42
26,60
27,22
28,79
29,257
30,48
31,13
32,235
33,130
34,256
35,80
36,205
37,104
38,190
39,188
40,273
41,71
42,239
43,98
44,181
45,90
46,277
47,29
48,92
49,40
50,182
51,225
52,192
53,83
54,131
55,69
56,240
57,30
58,217
59,242
60,271
61,178
62,120
63,59
64,97
65,191
66,14
67,215
68,223
69,9
70,243
71,118
72,161
73,95
74,147
75,132
76,222
77,141
78,146
79,166
80,176
81,21
82,208
83,251
84,272
85,255
86,244
87,62
88,291
