,nets
0,267
1,281
2,154
3,141
4,69
5,264
6,58
7,5
8,204
9,80
10,101
11,240
12,186
13,293
14,241
15,227
16,194
17,113
18,22
19,75
20,136
21,82
22,40
23,259
24,151
25,229
26,193
27,218
28,41
29,182
30,183
31,226
32,8
33,195
34,189
35,25
36,68
37,199
38,258
39,166
40,192
41,222
42,148
43,285
44,96
45,139
46,74
47,140
48,120
49,247
50,67
51,122
52,85
53,146
54,32
55,250
56,245
57,172
58,225
59,105
60,134
61,59
62,167
63,224
64,65
65,181
66,46
67,106
68,234
69,119
70,37
71,208
72,72
73,221
74,144
75,2
76,278
