,nets
0,173
1,86
2,233
3,241
4,20
5,152
6,52
7,250
8,265
9,194
10,220
11,137
12,99
13,222
14,113
15,97
16,134
17,13
18,285
19,171
20,95
21,254
22,74
23,249
24,200
25,33
26,269
27,84
28,217
29,188
30,87
31,157
32,80
33,168
34,214
35,225
36,175
37,156
38,67
39,96
40,47
41,239
42,240
43,167
44,63
45,82
46,2
47,143
48,181
49,37
50,68
51,132
52,291
53,292
54,54
55,110
56,127
57,273
58,158
59,30
60,266
61,142
62,48
63,112
64,268
65,261
66,253
67,125
68,75
69,73
70,202
71,295
72,64
73,4
74,131
75,231
76,22
77,66
78,287
79,264
80,191
81,299
82,44
83,159
84,213
85,215
86,226
87,88
88,237
89,283
90,149
91,286
92,17
93,230
94,122
95,223
96,16
97,288
