,nets
0,108
1,179
2,154
3,198
4,286
5,7
6,125
7,202
8,233
9,58
10,187
11,36
12,89
13,115
14,213
15,173
16,16
17,200
18,145
19,133
20,160
21,106
22,218
23,247
24,217
25,282
26,94
27,6
28,28
29,49
30,45
31,238
32,2
33,31
34,230
35,174
36,29
37,41
38,134
39,109
40,259
41,161
42,138
43,223
44,178
45,139
46,291
47,234
48,181
49,60
50,220
51,297
52,117
53,80
54,248
55,268
56,294
57,104
58,176
59,30
60,22
61,194
62,153
63,227
64,169
65,141
66,96
67,237
68,262
69,82
70,157
71,13
72,129
73,131
74,219
75,101
76,140
77,158
78,113
79,241
80,216
81,103
82,135
83,266
84,189
85,231
86,250
87,147
88,126
89,1
