,nets
0,33
1,266
2,213
3,273
4,251
5,141
6,152
7,36
8,299
9,88
10,144
11,20
12,11
13,122
14,163
15,267
16,98
17,82
18,23
19,264
20,31
21,181
22,2
23,159
24,206
25,254
26,150
27,113
28,246
29,85
30,76
31,167
32,42
33,39
34,284
35,265
36,232
37,140
38,120
39,81
40,5
41,13
42,187
43,190
44,9
45,139
46,175
47,172
48,295
49,151
50,4
51,38
52,278
53,128
54,219
55,52
56,238
57,285
58,105
59,197
60,262
61,223
62,215
63,86
64,269
65,1
66,164
67,15
68,21
69,57
70,27
71,53
72,157
73,107
74,95
75,224
76,231
77,59
78,297
79,92
80,280
81,124
82,229
83,66
84,279
85,199
86,281
87,283
88,136
89,72
90,121
91,234
92,145
93,28
