,nets
0,191
1,272
2,240
3,9
4,298
5,300
6,299
7,214
8,182
9,152
10,104
11,34
12,66
13,77
14,251
15,201
16,271
17,78
18,120
19,148
20,268
21,38
22,216
23,110
24,129
25,3
26,19
27,6
28,7
29,248
30,144
31,105
32,149
33,177
34,253
35,238
36,82
37,230
38,52
39,16
40,65
41,73
42,264
43,263
44,37
45,219
46,225
47,261
48,282
49,68
50,69
51,157
52,200
53,21
54,127
55,289
56,184
57,290
58,17
59,44
60,176
61,198
62,28
63,111
64,90
65,255
66,46
67,245
68,242
69,284
70,94
71,273
72,155
73,134
74,56
75,209
76,167
77,115
78,270
79,173
80,15
81,50
82,58
83,22
84,128
