,nets
0,27
1,108
2,18
3,250
4,255
5,64
6,109
7,34
8,258
9,57
10,243
11,115
12,148
13,23
14,95
15,275
16,126
17,215
18,220
19,113
20,178
21,33
22,12
23,15
24,44
25,183
26,20
27,256
28,181
29,249
30,129
31,209
32,46
33,193
34,157
35,218
36,291
37,17
38,111
39,2
40,3
41,150
42,127
43,60
44,77
45,284
46,230
47,143
48,240
49,9
50,1
51,145
52,107
53,92
54,50
55,245
56,286
57,93
58,265
59,172
60,21
61,19
62,185
63,156
64,283
65,171
66,271
67,154
68,244
69,223
70,173
71,184
72,241
73,197
74,167
75,189
76,247
77,169
