,nets
0,119
1,231
2,71
3,19
4,147
5,236
6,27
7,128
8,32
9,26
10,165
11,227
12,172
13,295
14,28
15,280
16,87
17,226
18,1
19,221
20,164
21,84
22,153
23,169
24,166
25,107
26,150
27,296
28,248
29,90
30,299
31,86
32,88
33,69
34,238
35,140
36,141
37,23
38,81
39,76
40,72
41,162
42,79
43,230
44,136
45,85
46,77
47,24
48,30
49,202
50,181
51,192
52,257
53,188
54,190
55,285
56,145
57,55
58,293
59,43
60,56
61,252
62,200
63,235
64,262
65,6
66,290
67,91
68,111
69,270
70,269
71,5
72,158
73,68
74,229
75,157
76,67
77,22
78,237
79,114
80,154
81,113
82,48
83,92
84,135
85,94
86,210
87,196
88,163
89,82
