,nets
0,253
1,132
2,247
3,130
4,203
5,243
6,246
7,268
8,42
9,233
10,164
11,85
12,197
13,53
14,213
15,291
16,282
17,289
18,26
19,52
20,36
21,182
22,288
23,208
24,204
25,28
26,171
27,240
28,207
29,2
30,74
31,90
32,78
33,24
34,50
35,136
36,80
37,248
38,189
39,131
40,202
41,160
42,102
43,196
44,155
45,43
46,141
47,37
48,144
49,254
50,228
51,210
52,38
53,64
54,172
55,166
56,281
57,35
58,114
59,66
60,218
61,115
62,62
63,57
64,104
65,183
66,272
67,110
68,108
69,261
70,23
71,148
72,185
73,49
74,192
75,107
76,206
77,280
78,127
