,nets
0,15
1,174
2,140
3,58
4,80
5,215
6,177
7,232
8,199
9,110
10,74
11,61
12,227
13,97
14,73
15,254
16,130
17,14
18,204
19,99
20,176
21,155
22,260
23,33
24,38
25,17
26,143
27,286
28,27
29,16
30,172
31,164
32,210
33,169
34,157
35,197
36,54
37,166
38,162
39,111
40,41
41,13
42,109
43,158
44,103
45,300
46,12
47,263
48,279
49,229
50,53
51,228
52,270
53,21
54,217
55,1
56,22
57,256
58,62
59,190
60,179
61,185
62,276
63,287
64,101
65,239
66,71
67,291
68,154
69,292
70,76
71,202
72,112
73,125
74,235
75,152
76,104
77,150
78,247
79,186
80,225
81,246
82,290
83,23
84,167
85,168
86,165
87,218
88,6
89,45
90,29
91,52
92,2
93,131
94,32
