,nets
0,72
1,285
2,39
3,76
4,175
5,278
6,156
7,241
8,261
9,215
10,49
11,26
12,66
13,283
14,148
15,246
16,82
17,161
18,186
19,179
20,235
21,195
22,42
23,92
24,200
25,120
26,104
27,157
28,155
29,244
30,79
31,240
32,38
33,87
34,260
35,269
36,13
37,203
38,274
39,252
40,56
41,178
42,264
43,298
44,293
45,138
46,234
47,219
48,224
49,96
50,83
51,294
52,284
53,134
54,194
55,196
56,296
57,239
58,292
59,58
60,291
61,7
62,185
63,266
64,74
65,101
66,19
67,184
68,225
69,265
70,223
71,238
72,111
73,57
74,105
75,4
76,85
77,22
78,33
79,214
80,152
81,124
82,262
83,253
84,91
85,60
86,165
87,207
88,121
89,43
90,140
91,191
92,123
