,nets
0,28
1,172
2,184
3,258
4,69
5,36
6,62
7,217
8,61
9,289
10,55
11,187
12,20
13,74
14,261
15,287
16,243
17,270
18,279
19,262
20,283
21,237
22,140
23,136
24,123
25,137
26,92
27,7
28,186
29,78
30,144
31,130
32,131
33,280
34,66
35,135
36,141
37,157
38,21
39,242
40,18
41,290
42,163
43,3
44,229
45,181
46,173
47,156
48,204
49,112
50,150
51,240
52,107
53,154
54,232
55,291
56,64
57,101
58,298
59,70
60,208
61,252
62,198
63,269
64,49
65,165
66,179
67,119
68,228
69,1
70,233
71,9
72,234
73,202
74,193
75,104
76,277
77,90
78,50
79,196
80,67
81,8
82,85
83,288
84,108
85,45
86,278
87,215
