,nets
0,290
1,22
2,36
3,250
4,182
5,13
6,147
7,50
8,84
9,165
10,249
11,32
12,143
13,177
14,108
15,189
16,294
17,156
18,236
19,2
20,157
21,64
22,187
23,110
24,275
25,283
26,39
27,67
28,299
29,55
30,91
31,200
32,75
33,116
34,89
35,132
36,34
37,114
38,208
39,129
40,204
41,198
42,215
43,25
44,141
45,199
46,193
47,58
48,296
49,295
50,68
51,263
52,1
53,271
54,255
55,171
56,152
57,269
58,144
59,261
60,45
61,100
62,123
63,112
64,286
65,153
66,126
67,48
68,243
69,29
70,281
71,192
72,164
73,14
74,41
75,53
76,44
77,30
78,218
79,103
80,82
81,15
82,185
83,40
84,155
85,260
86,265
87,242
88,102
89,280
90,57
91,220
92,221
93,52
94,28
95,186
