,nets
0,81
1,21
2,182
3,162
4,96
5,230
6,8
7,54
8,145
9,132
10,240
11,216
12,274
13,244
14,200
15,290
16,119
17,73
18,7
19,28
20,295
21,45
22,176
23,72
24,177
25,129
26,63
27,15
28,261
29,38
30,40
31,121
32,225
33,299
34,203
35,151
36,260
37,224
38,25
39,50
40,13
41,64
42,226
43,280
44,205
45,207
46,9
47,210
48,194
49,77
50,169
51,6
52,249
53,209
54,107
55,154
56,95
57,222
58,16
59,137
60,275
61,1
62,178
63,101
64,171
65,201
66,223
67,170
68,87
69,294
70,258
71,217
72,160
73,267
74,191
75,31
76,139
77,80
78,187
79,74
80,26
81,254
82,133
