,nets
0,224
1,155
2,11
3,108
4,242
5,66
6,243
7,118
8,113
9,263
10,296
11,219
12,268
13,278
14,59
15,273
16,79
17,83
18,284
19,167
20,195
21,150
22,244
23,194
24,228
25,180
26,254
27,152
28,107
29,39
30,98
31,181
32,126
33,280
34,124
35,30
36,57
37,81
38,277
39,293
40,260
41,65
42,45
43,229
44,172
45,110
46,264
47,220
48,7
49,35
50,176
51,103
52,201
53,177
54,214
55,160
56,210
57,89
58,131
59,120
60,14
61,123
62,60
63,132
64,71
65,290
66,265
67,47
68,117
69,215
70,106
71,16
72,43
73,137
74,253
75,218
76,174
77,169
78,64
79,128
80,179
