,nets
0,272
1,34
2,41
3,127
4,274
5,173
6,287
7,99
8,206
9,95
10,20
11,94
12,107
13,242
14,182
15,300
16,89
17,207
18,115
19,177
20,235
21,38
22,67
23,231
24,165
25,75
26,108
27,111
28,174
29,58
30,210
31,145
32,273
33,152
34,180
35,60
36,170
37,176
38,9
39,221
40,68
41,214
42,202
43,71
44,230
45,213
46,166
47,236
48,163
49,103
50,33
51,139
52,35
53,251
54,37
55,70
56,289
57,100
58,31
59,78
60,117
61,262
62,154
63,59
64,282
65,237
66,118
67,264
68,168
69,130
70,161
71,122
72,48
73,46
74,13
75,291
