,nets
0,104
1,97
2,196
3,87
4,202
5,229
6,215
7,206
8,296
9,79
10,74
11,298
12,30
13,114
14,122
15,86
16,277
17,109
18,187
19,168
20,237
21,18
22,295
23,82
24,154
25,238
26,111
27,100
28,149
29,236
30,223
31,161
32,93
33,263
34,84
35,75
36,162
37,25
38,233
39,31
40,259
41,198
42,151
43,224
44,214
45,37
46,150
47,83
48,262
49,138
50,265
51,15
52,68
53,273
54,147
55,42
56,280
57,130
58,7
59,208
60,115
61,177
62,11
63,192
64,176
65,52
66,274
67,48
68,159
69,210
70,20
71,243
72,95
73,211
74,35
75,58
76,135
77,231
78,101
79,23
80,124
81,260
82,291
83,64
84,14
85,50
86,190
87,102
88,99
89,105
90,269
91,270
