,nets
0,119
1,89
2,206
3,123
4,157
5,8
6,254
7,18
8,134
9,110
10,235
11,133
12,270
13,80
14,186
15,145
16,153
17,233
18,94
19,284
20,176
21,205
22,293
23,69
24,23
25,50
26,83
27,3
28,211
29,143
30,35
31,24
32,281
33,185
34,17
35,135
36,140
37,285
38,129
39,198
40,22
41,64
42,183
43,255
44,48
45,189
46,76
47,87
48,36
49,126
50,59
51,280
52,13
53,155
54,296
55,26
56,239
57,61
58,263
59,225
60,37
61,164
62,213
63,262
64,268
65,201
66,228
67,260
68,221
69,1
70,7
71,169
72,188
73,244
74,199
75,72
76,182
77,292
78,171
79,124
80,74
81,165
82,82
83,15
84,245
85,290
86,269
87,114
88,49
