,Unnamed: 0,x,y,class,realclass
104,104,0.8465615080072596,0.9059366223738295,0,0
170,170,0.298547723414104,0.01615660480240355,1,1
4,4,0.9307729610869862,0.8900883067506515,1,0
82,82,0.2564800508545525,0.4692623687856474,0,0
290,290,0.1810897985364458,0.3176113753951965,0,0
208,208,0.06373439286187332,0.4494210417052549,0,0
216,216,0.7875035828108031,0.20354174274502254,1,1
232,232,0.07383187256388046,0.11182282737101068,1,1
92,92,0.1588679040985248,0.20516984737099608,1,1
118,118,0.8001111554969652,0.08302699694414073,1,1
170,170,0.298547723414104,0.01615660480240355,1,1
130,130,0.8088336208496899,0.451457326957786,1,1
202,202,0.1556031548632698,0.847576597936945,0,0
236,236,0.7629463875627694,0.6688255572083407,0,0
122,122,0.3184887369199609,0.5511822065497508,0,0
210,210,0.2298139800395419,0.2523492549858403,0,0
204,204,0.7851512371499222,0.13356761115169302,1,1
138,138,0.5769339100426898,0.5544275369476837,0,0
242,242,0.11267703292356612,0.3764038114686172,0,0
104,104,0.8465615080072596,0.9059366223738295,0,0
266,266,0.11848398730842925,0.1209505426624906,1,1
90,90,0.7643476469335556,0.8361746564526613,0,0
60,60,0.2555470463650257,0.7562156460506588,0,0
26,26,0.473397081648166,0.9795498501702998,1,0
230,230,0.9754936679436768,0.7453056896908391,0,0
8,8,0.22647529063859465,0.5162717339583857,1,0
282,282,0.43849403500074624,0.14203426006397502,1,1
2,2,0.44791979980060215,0.5215678131773184,1,0
42,42,0.26964017531849394,0.4819723226093278,0,0
196,196,0.19890666689344286,0.14938396479421245,1,1
218,218,0.3392944139378405,0.6687492734961009,0,0
62,62,0.755152080700534,0.8752595423531521,0,0
90,90,0.7643476469335556,0.8361746564526613,0,0
32,32,0.7062264858625882,0.12571439963003828,1,1
136,136,0.01120348606530952,0.0215494766415375,1,1
8,8,0.22647529063859465,0.5162717339583857,1,0
204,204,0.7851512371499222,0.13356761115169302,1,1
158,158,0.7782015678254757,0.9926728257034352,0,0
158,158,0.7782015678254757,0.9926728257034352,0,0
44,44,0.0155030510401023,0.5726939300774938,0,0
204,204,0.7851512371499222,0.13356761115169302,1,1
106,106,0.8075775971047588,0.13007250415760707,1,1
32,32,0.7062264858625882,0.12571439963003828,1,1
22,22,0.3320191775455632,0.1469813995279532,0,1
294,294,0.030823635253108606,0.6680527193194903,0,0
134,134,0.5064476986467743,0.5253694306557345,0,0
86,86,0.975774481750084,0.4938738262088926,1,1
184,184,0.2429046998826756,0.2048367147681536,1,1
82,82,0.2564800508545525,0.4692623687856474,0,0
238,238,0.2816115079989609,0.2625894601038208,0,0
94,94,0.8473875895186477,0.031624637048904725,1,1
246,246,0.31933024953544475,0.7816214484123459,0,0
114,114,0.8940072537154929,0.5051106140005829,1,1
278,278,0.9147193604352752,0.3594551008729968,1,1
190,190,0.4629425414683851,0.5495302435608052,0,0
172,172,0.9191686886305998,0.6365897381171675,0,0
108,108,0.6103767287124373,0.7430945490697728,0,0
168,168,0.27891151502184885,0.5371188867163268,0,0
54,54,0.5014738887016406,0.6857854504414365,0,0
226,226,0.7292583276819877,0.4332156864578838,1,1
24,24,0.4376553290522922,0.5668496901488428,1,0
232,232,0.07383187256388046,0.11182282737101068,1,1
170,170,0.298547723414104,0.01615660480240355,1,1
