,nets
0,128
1,189
2,45
3,213
4,154
5,209
6,266
7,225
8,287
9,148
10,83
11,139
12,194
13,158
14,182
15,219
16,27
17,92
18,94
19,280
20,132
21,257
22,17
23,137
24,147
25,115
26,56
27,195
28,156
29,33
30,117
31,183
32,37
33,284
34,218
35,205
36,221
37,175
38,234
39,215
40,285
41,81
42,97
43,263
44,91
45,190
46,214
47,291
48,52
49,95
50,247
51,294
52,98
53,29
54,46
55,277
56,18
57,109
58,250
59,118
60,28
61,36
62,161
63,24
64,204
65,113
66,30
67,13
68,112
69,101
70,122
71,65
72,200
73,22
74,63
75,236
76,176
77,93
78,191
79,152
80,207
81,15
82,32
83,135
84,216
85,298
