,nets
0,233
1,255
2,232
3,6
4,79
5,230
6,235
7,193
8,68
9,134
10,252
11,164
12,178
13,133
14,51
15,258
16,173
17,283
18,138
19,32
20,297
21,239
22,87
23,98
24,276
25,100
26,101
27,110
28,196
29,58
30,251
31,253
32,137
33,8
34,152
35,172
36,24
37,139
38,2
39,92
40,245
41,39
42,127
43,144
44,222
45,226
46,75
47,160
48,231
49,18
50,11
51,19
52,257
53,114
54,38
55,1
56,81
57,53
58,272
59,93
60,55
61,270
62,238
63,132
64,31
65,286
66,12
67,190
68,60
69,229
70,20
71,111
72,82
73,298
74,159
75,91
76,188
77,9
78,174
79,225
80,131
81,191
82,129
83,54
84,268
85,35
86,97
87,182
88,207
89,215
