,nets
0,148
1,166
2,115
3,114
4,111
5,175
6,116
7,232
8,5
9,214
10,223
11,266
12,71
13,3
14,29
15,211
16,296
17,203
18,200
19,61
20,34
21,6
22,260
23,23
24,242
25,121
26,281
27,279
28,60
29,271
30,36
31,158
32,294
33,66
34,4
35,128
36,122
37,130
38,173
39,140
40,139
41,250
42,293
43,110
44,136
45,284
46,249
47,52
48,18
49,176
50,39
51,106
52,185
53,184
54,7
55,264
56,170
57,112
58,28
59,289
60,45
61,64
62,134
63,123
64,15
65,2
66,193
67,129
68,290
69,213
70,298
71,22
72,162
73,246
74,103
75,236
76,54
77,238
78,25
79,74
80,49
81,80
