,nets
0,32
1,20
2,269
3,27
4,50
5,68
6,243
7,170
8,273
9,211
10,300
11,45
12,293
13,69
14,82
15,172
16,144
17,138
18,41
19,200
20,12
21,96
22,77
23,150
24,297
25,25
26,79
27,104
28,166
29,205
30,115
31,60
32,236
33,132
34,30
35,134
36,239
37,58
38,221
39,15
40,122
41,195
42,171
43,84
44,22
45,219
46,278
47,264
48,265
49,204
50,252
51,94
52,35
53,266
54,90
55,54
56,272
57,3
58,198
59,116
60,283
61,192
62,67
63,250
64,292
65,279
66,4
67,185
68,129
69,173
70,16
71,217
72,111
73,277
74,61
75,87
76,235
77,14
78,286
79,109
80,295
81,112
82,229
83,131
84,139
85,233
86,149
87,146
88,117
