,nets
0,40
1,249
2,277
3,121
4,278
5,118
6,212
7,52
8,138
9,160
10,281
11,180
12,250
13,205
14,275
15,89
16,75
17,262
18,258
19,137
20,292
21,257
22,285
23,245
24,211
25,282
26,35
27,173
28,178
29,151
30,5
31,102
32,234
33,287
34,225
35,56
36,113
37,170
38,216
39,93
40,59
41,208
42,219
43,123
44,101
45,96
46,81
47,71
48,279
49,202
50,139
51,125
52,130
53,159
54,106
55,218
56,266
57,222
58,135
59,116
60,11
61,63
62,163
63,25
64,131
65,210
66,16
67,82
68,1
69,62
70,76
71,64
72,157
73,66
74,17
75,142
76,244
77,289
78,117
79,197
80,187
81,120
82,166
83,213
84,188
