,nets
0,230
1,254
2,250
3,246
4,85
5,128
6,32
7,87
8,296
9,72
10,176
11,38
12,141
13,275
14,13
15,289
16,278
17,71
18,217
19,203
20,131
21,86
22,129
23,223
24,292
25,218
26,195
27,55
28,42
29,134
30,180
31,165
32,281
33,193
34,210
35,115
36,17
37,50
38,213
39,97
40,146
41,45
42,130
43,37
44,73
45,149
46,171
47,228
48,169
49,252
50,249
51,147
52,142
53,232
54,280
55,83
56,43
57,137
58,293
59,185
60,285
61,99
62,224
63,188
64,136
65,253
66,186
67,237
68,60
69,91
70,103
71,69
72,255
73,126
74,54
75,96
76,288
77,273
78,153
79,242
80,192
81,240
82,258
83,56
84,205
85,206
86,84
87,62
88,251
89,125
90,74
91,204
92,135
93,123
