,nets
0,35
1,235
2,142
3,160
4,202
5,201
6,207
7,131
8,127
9,95
10,89
11,119
12,79
13,58
14,243
15,258
16,110
17,28
18,62
19,140
20,254
21,269
22,73
23,30
24,43
25,283
26,227
27,31
28,182
29,252
30,197
31,59
32,295
33,199
34,77
35,123
36,172
37,242
38,113
39,5
40,215
41,256
42,263
43,14
44,216
45,161
46,36
47,292
48,90
49,20
50,278
51,40
52,170
53,279
54,183
55,93
56,255
57,217
58,163
59,196
60,171
61,212
62,66
63,176
64,267
65,291
66,222
67,87
68,154
69,124
70,296
71,22
72,38
73,139
74,259
75,300
76,4
77,244
78,126
79,133
80,289
81,261
82,184
83,281
84,186
85,72
86,132
87,274
88,151
89,70
90,86
91,68
92,158
93,155
94,116
95,107
96,231
97,13
