,nets
0,157
1,41
2,58
3,257
4,252
5,29
6,46
7,277
8,34
9,240
10,300
11,61
12,11
13,118
14,155
15,49
16,184
17,249
18,186
19,79
20,100
21,177
22,285
23,81
24,269
25,80
26,141
27,22
28,299
29,222
30,283
31,224
32,270
33,175
34,189
35,26
36,231
37,121
38,69
39,242
40,237
41,53
42,225
43,203
44,87
45,77
46,248
47,57
48,140
49,218
50,52
51,250
52,219
53,268
54,169
55,28
56,251
57,255
58,185
59,96
60,202
61,33
62,82
63,162
64,154
65,91
66,60
67,89
68,292
69,193
70,144
71,182
72,235
73,159
74,229
75,142
76,73
77,40
78,297
79,279
80,51
81,130
82,99
83,97
84,67
85,114
86,24
87,2
88,65
89,14
90,206
