,nets
0,198
1,95
2,67
3,69
4,178
5,163
6,108
7,182
8,243
9,40
10,47
11,269
12,298
13,150
14,252
15,62
16,211
17,5
18,111
19,288
20,251
21,93
22,171
23,167
24,232
25,7
26,148
27,14
28,121
29,297
30,274
31,235
32,180
33,226
34,176
35,290
36,94
37,201
38,68
39,217
40,60
41,277
42,204
43,262
44,248
45,88
46,99
47,79
48,169
49,29
50,205
51,51
52,135
53,177
54,153
55,188
56,170
57,228
58,158
59,30
60,286
61,154
62,300
63,38
64,276
65,98
66,284
67,64
68,27
69,141
70,113
71,196
72,255
73,85
74,242
75,200
76,193
77,24
78,250
79,209
80,142
81,70
82,120
83,187
84,159
85,289
86,151
