,nets
0,122
1,229
2,274
3,77
4,90
5,268
6,191
7,93
8,63
9,97
10,163
11,173
12,69
13,128
14,65
15,196
16,260
17,75
18,53
19,193
20,171
21,60
22,283
23,140
24,148
25,108
26,162
27,114
28,39
29,9
30,175
31,292
32,217
33,236
34,254
35,294
36,87
37,79
38,88
39,179
40,182
41,154
42,204
43,111
44,168
45,195
46,103
47,289
48,242
49,286
50,78
51,107
52,297
53,249
54,280
55,272
56,188
57,24
58,67
59,46
60,116
61,227
62,18
63,165
64,295
65,166
66,3
67,194
68,185
69,291
70,96
71,120
72,169
73,293
74,282
75,85
76,41
77,37
78,255
79,178
80,113
81,164
82,5
83,13
84,183
85,250
86,42
87,202
88,126
89,176
90,66
91,262
92,235
93,230
94,101
95,181
