,x,y,class,realclass
0,0.1280748792204487,0.21178541168292486,0,1
1,0.7586487372275857,0.5778602599417559,0,1
2,0.38760075124946036,0.6473381301241548,1,0
3,0.5119928288672354,0.35785032765525615,0,1
4,0.4200422655130831,0.04304312767922913,0,1
5,0.34623537830982687,0.33647789563033315,1,0
6,0.7340345762744358,0.6183980435689568,1,0
7,0.8375110819081112,0.57069416612483,0,1
8,0.3065211388920668,0.15118836967790972,0,1
9,0.6286979580208026,0.4946638821948113,0,1
10,0.494213627891384,0.4236980816905279,1,0
11,0.4825647481154425,0.21886652569496967,0,1
12,0.6517834281744722,0.37316363955494314,0,1
13,0.13198004979673494,0.4126072254123502,1,0
14,0.18479005359681344,0.7724093943198701,1,0
15,0.3781586542851275,0.517128537622572,1,0
16,0.5275174282317953,0.9554831271840084,1,0
17,0.6595119913977151,0.05168560662053534,0,1
18,0.5137888810590735,0.552367069382684,1,0
19,0.8352767562343504,0.9046341006405448,1,0
20,0.6301975853230679,0.7750672174835477,1,0
21,0.31474330632399616,0.6998068715369359,1,0
22,0.5764532086752898,0.5467323507794674,1,0
23,0.5592566742250111,0.591520707554438,1,0
24,0.6765953713593303,0.14248054505127872,0,1
25,0.09795611598057319,0.8319498590134554,1,0
26,0.9892243779898707,0.8979952097002962,1,0
27,0.20715171088302609,0.33593973843202907,1,0
28,0.06485667930817796,0.6505619223617933,1,0
29,0.5234544807409419,0.663181854413986,1,0
30,0.966922410256701,0.8363528885931445,1,0
31,0.2540780059131368,0.887501089284847,1,0
32,0.5677856759838623,0.8773254319321322,1,0
33,0.0819445695760489,0.28785967788223255,0,1
34,0.1638617734627258,0.49114265483854935,1,0
35,0.5263870436509969,0.766452991725109,1,0
36,0.8698663641371517,0.7587242207276372,1,0
37,0.7427557331555452,0.6848550792934011,1,0
38,0.8718848974498146,0.04973255476729621,0,1
39,0.7440521391943503,0.02037699599719467,0,1
40,0.6372655129768833,0.36524712191563313,0,1
41,0.736436151976811,0.5902954378561875,0,1
42,0.7279390841051506,0.2391405204927891,0,1
43,0.6948904244690326,0.4844604635044827,0,1
44,0.19666653184362615,0.9755466823689439,1,0
45,0.2512878450548367,0.12480192586585681,0,1
46,0.4270192328716531,0.7722392246155719,1,0
47,0.47760169374853945,0.5842118925776555,1,0
48,0.32099398266994195,0.29986638114413133,1,0
49,0.11032530013269104,0.28943718361775694,0,1
50,0.5217502179901874,0.2649319266406407,0,1
51,0.8116133495609201,0.2699518435965629,0,1
52,0.6369017885431402,0.6759852848459902,1,0
53,0.5422462694394156,0.9979332666024936,1,0
54,0.7807503126915859,0.5822528033945763,0,1
