,nets
0,153
1,39
2,116
3,45
4,251
5,273
6,165
7,221
8,281
9,81
10,29
11,98
12,149
13,169
14,282
15,69
16,146
17,219
18,286
19,11
20,299
21,37
22,76
23,274
24,232
25,17
26,197
27,6
28,36
29,47
30,97
31,83
32,183
33,1
34,109
35,194
36,8
37,159
38,121
39,86
40,168
41,161
42,64
43,118
44,213
45,265
46,178
47,51
48,123
49,288
50,52
51,80
52,103
53,164
54,262
55,290
56,267
57,171
58,166
59,210
60,3
61,79
62,257
63,129
64,278
65,174
66,15
67,119
68,196
69,20
70,85
71,95
72,43
73,145
74,211
75,110
76,73
77,44
78,300
79,170
80,136
81,63
82,143
83,242
84,231
85,271
86,249
87,38
88,151
89,220
90,65
91,188
92,184
93,244
94,189
95,217
96,283
