,nets
0,101
1,279
2,207
3,257
4,89
5,261
6,2
7,52
8,127
9,105
10,161
11,201
12,237
13,208
14,263
15,151
16,87
17,246
18,245
19,20
20,235
21,220
22,299
23,269
24,159
25,114
26,182
27,22
28,15
29,128
30,267
31,44
32,227
33,37
34,239
35,202
36,289
37,143
38,184
39,41
40,78
41,49
42,32
43,169
44,300
45,206
46,26
47,253
48,273
49,219
50,35
51,21
52,4
53,51
54,38
55,264
56,222
57,270
58,54
59,180
60,94
61,233
62,43
63,278
64,271
65,213
66,293
67,265
68,171
69,79
70,172
71,244
72,290
73,197
74,155
75,131
76,39
77,141
78,170
79,97
80,295
