,nets
0,173
1,266
2,202
3,37
4,47
5,39
6,44
7,64
8,84
9,55
10,135
11,257
12,33
13,96
14,83
15,196
16,195
17,185
18,98
19,246
20,34
21,128
22,183
23,9
24,41
25,97
26,103
27,149
28,150
29,291
30,269
31,71
32,75
33,108
34,188
35,114
36,263
37,5
38,22
39,78
40,273
41,265
42,169
43,279
44,177
45,28
46,297
47,204
48,16
49,249
50,36
51,277
52,230
53,268
54,147
55,272
56,35
57,157
58,139
59,199
60,32
61,81
62,50
63,120
64,262
65,240
66,175
67,136
68,182
69,236
70,38
71,194
72,12
73,197
74,20
75,164
76,288
77,100
78,187
79,25
80,68
81,15
82,152
83,283
84,154
85,130
86,121
87,216
88,247
89,119
90,191
91,31
