,nets
0,95
1,129
2,293
3,258
4,20
5,270
6,251
7,153
8,249
9,174
10,212
11,195
12,165
13,73
14,104
15,190
16,29
17,119
18,236
19,26
20,288
21,161
22,131
23,192
24,61
25,287
26,101
27,206
28,32
29,289
30,218
31,81
32,102
33,298
34,290
35,59
36,74
37,113
38,10
39,280
40,56
41,182
42,51
43,164
44,13
45,181
46,208
47,159
48,50
49,191
50,145
51,5
52,257
53,275
54,121
55,110
56,146
57,211
58,253
59,166
60,150
61,207
62,117
63,234
64,273
65,115
66,291
67,281
68,242
69,154
70,264
71,71
72,93
73,7
74,250
75,63
76,230
77,155
78,176
79,43
80,299
81,210
82,147
83,160
84,180
85,35
86,88
87,112
88,122
89,42
90,194
91,163
92,227
