,nets
0,99
1,300
2,41
3,112
4,98
5,134
6,67
7,166
8,93
9,273
10,114
11,123
12,253
13,278
14,163
15,115
16,128
17,261
18,54
19,176
20,167
21,6
22,226
23,57
24,186
25,83
26,240
27,276
28,13
29,160
30,118
31,154
32,159
33,246
34,221
35,92
36,58
37,69
38,199
39,107
40,62
41,294
42,291
43,77
44,265
45,11
46,119
47,52
48,106
49,295
50,241
51,275
52,142
53,116
54,178
55,86
56,177
57,217
58,257
59,229
60,68
61,174
62,249
63,126
64,255
65,222
66,76
67,135
68,51
69,111
70,47
71,101
72,46
73,272
74,90
75,75
76,173
77,266
78,293
79,171
