,nets
0,177
1,17
2,128
3,220
4,272
5,233
6,180
7,61
8,33
9,259
10,19
11,64
12,110
13,10
14,67
15,56
16,211
17,210
18,293
19,185
20,296
21,12
22,3
23,7
24,50
25,60
26,200
27,63
28,288
29,23
30,202
31,46
32,6
33,247
34,264
35,58
36,73
37,108
38,70
39,104
40,176
41,289
42,130
43,234
44,237
45,219
46,271
47,48
48,276
49,38
50,86
51,13
52,231
53,213
54,80
55,117
56,5
57,208
58,229
59,184
60,171
61,92
62,82
63,137
64,133
65,111
66,139
67,36
68,195
69,174
70,97
71,201
72,295
73,199
74,59
75,226
76,227
77,140
78,278
79,85
80,160
81,230
82,35
83,291
84,75
85,205
86,2
87,26
