,nets
0,199
1,198
2,180
3,178
4,290
5,18
6,197
7,104
8,202
9,120
10,60
11,220
12,233
13,185
14,79
15,138
16,45
17,121
18,93
19,68
20,174
21,237
22,203
23,14
24,52
25,162
26,131
27,232
28,71
29,243
30,134
31,135
32,274
33,105
34,251
35,44
36,286
37,206
38,241
39,266
40,250
41,170
42,13
43,20
44,245
45,210
46,56
47,259
48,12
49,141
50,82
51,17
52,159
53,97
54,35
55,255
56,242
57,183
58,6
59,78
60,246
61,67
62,282
63,276
64,48
65,191
66,139
67,293
68,149
69,218
70,231
71,33
72,169
73,249
74,55
75,263
76,155
77,168
78,115
79,89
80,148
81,268
82,119
83,154
84,179
85,187
86,226
87,132
88,295
89,201
90,207
91,112
92,30
93,73
94,23
