,nets
0,149
1,4
2,193
3,157
4,25
5,254
6,164
7,257
8,146
9,109
10,163
11,86
12,11
13,3
14,259
15,79
16,147
17,64
18,199
19,49
20,283
21,134
22,236
23,155
24,136
25,30
26,300
27,176
28,40
29,191
30,21
31,211
32,15
33,212
34,137
35,183
36,100
37,204
38,250
39,103
40,280
41,85
42,233
43,52
44,216
45,267
46,45
47,59
48,217
49,101
50,298
51,110
52,234
53,87
54,225
55,255
56,264
57,244
58,175
59,270
60,153
61,104
62,187
63,92
64,162
65,39
66,22
67,186
68,121
69,219
70,263
71,158
72,28
73,229
74,165
75,75
76,223
77,238
78,222
79,189
80,272
81,202
82,27
83,68
