,nets
0,51
1,29
2,188
3,207
4,215
5,214
6,127
7,212
8,269
9,263
10,88
11,192
12,182
13,250
14,166
15,128
16,255
17,300
18,230
19,96
20,122
21,24
22,154
23,136
24,159
25,227
26,203
27,109
28,132
29,115
30,265
31,65
32,267
33,54
34,228
35,108
36,244
37,279
38,25
39,292
40,56
41,151
42,231
43,157
44,149
45,246
46,59
47,259
48,5
49,167
50,245
51,298
52,224
53,199
54,165
55,4
56,126
57,177
58,284
59,211
60,120
61,194
62,268
63,12
64,123
65,67
66,66
67,134
68,130
69,34
70,121
71,232
72,76
73,141
74,248
75,249
76,296
77,16
78,83
79,87
80,82
81,229
82,158
83,210
84,193
85,174
86,28
87,184
88,156
89,173
90,46
91,85
92,202
93,225
94,285
95,293
96,91
97,273
98,45
