,Unnamed: 0,x,y,class,realclass
0,0,0.020960225406117416,0.7737893602916518,1,0
112,112,0.3713402651798032,0.07383187256388046,1,1
88,88,0.14566607255308062,0.06373439286187332,1,1
82,82,0.2564800508545525,0.1556031548632698,1,1
32,32,0.7062264858625882,0.7874182101095152,1,0
54,54,0.5014738887016406,0.9589815068811964,0,0
90,90,0.7643476469335556,0.2298139800395419,1,1
106,106,0.8075775971047588,0.7292583276819877,0,0
66,66,0.17907652768537485,0.16991116850832033,1,1
40,40,0.9202086322506912,0.4136126112071822,0,1
92,92,0.1588679040985248,0.5864176206842636,0,0
30,30,0.028406023241866807,0.9918999557552668,1,0
16,16,0.9448645291386912,0.01120348606530952,0,1
20,20,0.07008015635852494,0.6811053320620737,1,0
108,108,0.6103767287124373,0.640158398178649,0,0
12,12,0.3873081336593579,0.31845368366491755,1,0
16,16,0.9448645291386912,0.01120348606530952,0,1
52,52,0.2719278374246771,0.9191686886305998,0,0
52,52,0.2719278374246771,0.9191686886305998,0,0
76,76,0.8978597303169521,0.19890666689344286,1,1
14,14,0.6308905941545847,0.5064476986467743,0,1
60,60,0.2555470463650257,0.19762916874304204,1,1
106,106,0.8075775971047588,0.7292583276819877,0,0
116,116,0.9635873290356904,0.7629463875627694,0,0
98,98,0.7360628192277092,0.3392944139378405,1,1
42,42,0.26964017531849394,0.6030272800276109,1,0
90,90,0.7643476469335556,0.2298139800395419,1,1
56,56,0.3622233338816463,0.6332713570427713,0,0
70,70,0.06203326777409135,0.4629425414683851,0,0
106,106,0.8075775971047588,0.7292583276819877,0,0
88,88,0.14566607255308062,0.06373439286187332,1,1
88,88,0.14566607255308062,0.06373439286187332,1,1
30,30,0.028406023241866807,0.9918999557552668,1,0
98,98,0.7360628192277092,0.3392944139378405,1,1
80,80,0.02404432716741212,0.3136361609077407,1,1
6,6,0.14067106021701206,0.2266001240055151,0,1
66,66,0.17907652768537485,0.16991116850832033,1,1
80,80,0.02404432716741212,0.3136361609077407,1,1
112,112,0.3713402651798032,0.07383187256388046,1,1
30,30,0.028406023241866807,0.9918999557552668,1,0
32,32,0.7062264858625882,0.7874182101095152,1,0
84,84,0.7926854223570428,0.7851512371499222,0,0
12,12,0.3873081336593579,0.31845368366491755,1,0
56,56,0.3622233338816463,0.6332713570427713,0,0
96,96,0.6300640766411579,0.7875035828108031,0,0
84,84,0.7926854223570428,0.7851512371499222,0,0
30,30,0.028406023241866807,0.9918999557552668,1,0
8,8,0.22647529063859465,0.7289548844129679,1,0
84,84,0.7926854223570428,0.7851512371499222,0,0
64,64,0.908696192861536,0.2429046998826756,1,1
82,82,0.2564800508545525,0.1556031548632698,1,1
82,82,0.2564800508545525,0.1556031548632698,1,1
8,8,0.22647529063859465,0.7289548844129679,1,0
100,100,0.8660139862794075,0.7736533783977599,0,0
98,98,0.7360628192277092,0.3392944139378405,1,1
88,88,0.14566607255308062,0.06373439286187332,1,1
86,86,0.975774481750084,0.1718836978822672,1,1
94,94,0.8473875895186477,0.5877592354272737,1,1
108,108,0.6103767287124373,0.640158398178649,0,0
52,52,0.2719278374246771,0.9191686886305998,0,0
