,nets
0,244
1,202
2,156
3,72
4,228
5,137
6,165
7,231
8,153
9,199
10,212
11,272
12,270
13,76
14,114
15,174
16,166
17,267
18,195
19,8
20,22
21,273
22,221
23,234
24,100
25,115
26,118
27,53
28,201
29,92
30,215
31,180
32,19
33,251
34,184
35,263
36,163
37,274
38,256
39,260
40,257
41,132
42,133
43,29
44,164
45,291
46,298
47,191
48,111
49,34
50,117
51,169
52,121
53,289
54,214
55,232
56,59
57,250
58,262
59,54
60,78
61,211
62,13
63,173
64,258
65,280
66,247
67,109
68,2
69,259
70,268
71,41
72,177
73,40
74,126
75,171
76,182
77,235
78,216
