,nets
0,148
1,236
2,271
3,217
4,55
5,18
6,51
7,44
8,170
9,259
10,173
11,132
12,133
13,183
14,48
15,211
16,196
17,33
18,212
19,178
20,30
21,100
22,257
23,234
24,297
25,27
26,108
27,251
28,46
29,168
30,56
31,248
32,2
33,198
34,12
35,35
36,215
37,188
38,92
39,146
40,153
41,216
42,8
43,135
44,264
45,124
46,96
47,278
48,141
49,23
50,71
51,94
52,159
53,41
54,118
55,120
56,50
57,254
58,177
59,3
60,160
61,119
62,249
63,274
64,25
65,175
66,266
67,101
68,121
69,90
70,155
71,226
72,280
73,116
74,261
75,214
76,20
77,287
78,58
79,180
80,72
81,64
