,nets
0,220
1,108
2,269
3,250
4,234
5,92
6,295
7,264
8,230
9,74
10,68
11,161
12,49
13,253
14,193
15,292
16,270
17,63
18,185
19,35
20,290
21,191
22,229
23,153
24,39
25,244
26,177
27,101
28,183
29,249
30,20
31,204
32,137
33,300
34,288
35,297
36,128
37,211
38,155
39,262
40,206
41,37
42,154
43,146
44,80
45,259
46,47
47,84
48,94
49,34
50,23
51,81
52,195
53,113
54,282
55,67
56,123
57,149
58,157
59,48
60,190
61,187
62,114
63,51
64,216
65,181
66,148
67,106
68,45
69,227
70,57
71,285
72,166
73,294
74,258
75,24
76,299
